wavelength_nm,dispersion_ps_per_nm_km,gdd_fiber_fs2,gdd_sf11_rod_fs2,gdd_total_fs2,tod_fiber_fs3,pulse_duration_fiber_ps,pulse_duration_fiber_sf11_rod_ps,best_grating_l_eff_cm,best_pulse_duration_grating_fiber_ps
833.0,-124.44724938330478,2350573.2577142515,0.0,2350573.2577142515,784838.7267048252,54.3099067821343,54.3099067821343,51.76470588235295,0.17325488696358893
834.0,-124.03364822331214,2348445.1119889133,0.0,2348445.1119889133,783552.5551390081,54.260736295292524,54.260736295292524,51.76470588235295,0.2204239329003721
835.0,-123.62218453272796,2346326.4781835517,0.0,2346326.4781835517,781573.7902337622,54.21178558014738,54.21178558014738,51.31092436974791,0.12107717036616121
836.0,-123.21294607952555,2344219.201811476,0.0,2344219.201811476,778891.497868434,54.16309727700346,54.16309727700346,50.85714285714287,0.19712035313818146
837.0,-122.80602063167822,2342125.144646137,0.0,2342125.144646137,775494.6572750391,54.114714401852694,54.114714401852694,50.85714285714287,0.19328804872781535
838.0,-122.4014959571593,2340046.1847676914,0.0,2340046.1847676914,771372.1606591447,54.06668034745029,54.06668034745029,50.40336134453782,0.12284595281813292
839.0,-121.99945982394212,2337984.2166095614,0.0,2337984.2166095614,766512.8128203166,54.0190388843904,54.0190388843904,49.94957983193278,0.24014988060453937
840.0,-121.6,2335941.1510049975,0.0,2335941.1510049975,761137.9649426319,53.97183416218202,53.97183416218202,49.94957983193278,0.15460034857108332
841.0,-121.20313784558142,2333917.6693442934,0.0,2333917.6693442934,756409.4065623942,53.92508192423972,53.92508192423972,49.49579831932774,0.14994451105831633
842.0,-120.80862909003554,2331909.4622361828,0.0,2331909.4622361828,753515.6157420898,53.87868260272496,53.87868260272496,49.49579831932774,0.24596021306341506
843.0,-120.41616305498661,2329910.9256224185,0.0,2329910.9256224185,752724.7767054162,53.832506716716296,53.832506716716296,49.04201680672269,0.1219852114553517
844.0,-120.02542906205896,2327916.400583598,0.0,2327916.400583598,754072.733397287,53.78642351773583,53.78642351773583,48.58823529411765,0.21185099170282937
845.0,-119.63611643287688,2325920.1731743375,0.0,2325920.1731743375,757595.6249750247,53.74030098594094,53.74030098594094,48.58823529411765,0.17573566067423732
846.0,-119.24791448906463,2323916.474258459,0.0,2323916.474258459,763329.8871301832,53.694005826316314,53.694005826316314,48.13445378151261,0.14037509643434565
847.0,-118.86051255224653,2321899.479344169,0.0,2321899.479344169,771312.2534137948,53.647403464865846,53.647403464865846,48.13445378151261,0.259843595173898
848.0,-118.47359994404687,2319863.308419234,0.0,2319863.308419234,781579.7565638913,53.60035804480452,53.60035804480452,47.68067226890757,0.12257841650395107
849.0,-118.08686598608992,2317802.025786164,0.0,2317802.025786164,794169.7298352865,53.55273242275035,53.55273242275035,47.226890756302524,0.21935214678704051
