pair,averaging_frames,tau_s,allan_variance,allan_deviation,overlapping_terms,variance_unit
"(1,3)-(6,8)",7477,103.05677844053116,3.762495702984147,1.9397153664865747,105369,urad^4
"(2,3)-(7,8)",7477,103.05677844053116,3.5496289715480436,1.8840459048409737,105369,urad^4
"(6,1)-(8,3)",7477,103.05677844053116,1.8902977411753645,1.3748809916408635,105369,urad^4
"(2,2)-(8,8)",7477,103.05677844053116,2.5715261857008502,1.6035978877826107,105369,urad^4
"(1,2)-(7,8)",7477,103.05677844053116,2.6489698442201557,1.6275656190212902,105369,urad^4
"(7,1)-(8,2)",7477,103.05677844053116,0.44990229234729384,0.6707475623118535,105369,urad^4
"(3,1)-(8,6)",7477,103.05677844053116,4.355179245853323,2.086906621258681,105369,urad^4
"(3,2)-(8,7)",7477,103.05677844053116,4.208994705726475,2.0515834630174017,105369,urad^4
"(7,2)-(8,3)",8421,116.06809298484859,0.42549728023414685,0.6523015255494554,103481,urad^4
"(1,3)-(6,8)",8421,116.06809298484859,3.4113275649382993,1.8469779546432867,103481,urad^4
"(2,3)-(7,8)",8421,116.06809298484859,3.200101020376372,1.7888826178305752,103481,urad^4
"(6,1)-(8,3)",8421,116.06809298484859,1.7109578447831408,1.30803587289613,103481,urad^4
"(2,2)-(8,8)",8421,116.06809298484859,2.3263467310026438,1.5252366147593768,103481,urad^4
"(1,2)-(7,8)",8421,116.06809298484859,2.406689100404487,1.5513507341682882,103481,urad^4
"(7,1)-(8,2)",8421,116.06809298484859,0.40980818238020655,0.6401626218237102,103481,urad^4
"(3,1)-(8,6)",8421,116.06809298484859,3.956734025717827,1.9891540980320823,103481,urad^4
"(3,2)-(8,7)",8421,116.06809298484859,3.823434588549469,1.955360475347057,103481,urad^4
"(7,2)-(8,3)",9485,130.73338819157925,0.3866577314204088,0.6218180854722777,101353,urad^4
"(1,3)-(6,8)",9485,130.73338819157925,3.0996267601495706,1.760575689980289,101353,urad^4
"(2,3)-(7,8)",9485,130.73338819157925,2.8893506171641414,1.6998089943179326,101353,urad^4
"(6,1)-(8,3)",9485,130.73338819157925,1.5547536359041239,1.2468976044183113,101353,urad^4
"(2,2)-(8,8)",9485,130.73338819157925,2.106713325977563,1.4514521438812795,101353,urad^4
"(1,2)-(7,8)",9485,130.73338819157925,2.193257336855429,1.4809650019009324,101353,urad^4
"(7,1)-(8,2)",9485,130.73338819157925,0.3759117011301372,0.6131163846531401,101353,urad^4
"(3,1)-(8,6)",9485,130.73338819157925,3.6060834636906285,1.898969052852265,101353,urad^4
"(3,2)-(8,7)",9485,130.73338819157925,3.479497152714524,1.8653410285292402,101353,urad^4
"(7,2)-(8,3)",10682,147.23184529915125,0.3543682929362971,0.5952884115588822,98959,urad^4
"(1,3)-(6,8)",10682,147.23184529915125,2.8177460005597332,1.6786143096494004,98959,urad^4
"(2,3)-(7,8)",10682,147.23184529915125,2.6160688906890925,1.6174266260603887,98959,urad^4
"(6,1)-(8,3)",10682,147.23184529915125,1.4287802680493316,1.1953159699633111,98959,urad^4
"(2,2)-(8,8)",10682,147.23184529915125,1.9105056216932264,1.3822104115123812,98959,urad^4
"(1,2)-(7,8)",10682,147.23184529915125,1.999679393726856,1.4141002063951678,98959,urad^4
"(7,1)-(8,2)",10682,147.23184529915125,0.3488916686769697,0.5906705246387106,98959,urad^4
"(3,1)-(8,6)",10682,147.23184529915125,3.303159900555211,1.8174597383587925,98959,urad^4
"(3,2)-(8,7)",10682,147.23184529915125,3.17458218207324,1.7817357217256549,98959,urad^4
"(7,2)-(8,3)",12032,165.8391277513001,0.32780374142613516,0.5725414757256763,96259,urad^4
"(1,3)-(6,8)",12032,165.8391277513001,2.5658415629475892,1.6018244482300765,96259,urad^4
"(2,3)-(7,8)",12032,165.8391277513001,2.369924098877195,1.5394557800980173,96259,urad^4
"(6,1)-(8,3)",12032,165.8391277513001,1.3184227058773073,1.1482258949689765,96259,urad^4
"(2,2)-(8,8)",12032,165.8391277513001,1.7367983290249067,1.3178764467979942,96259,urad^4
"(1,2)-(7,8)",12032,165.8391277513001,1.8232689082511673,1.3502847508030176,96259,urad^4
"(7,1)-(8,2)",12032,165.8391277513001,0.3248670720120962,0.5699711150682079,96259,urad^4
"(3,1)-(8,6)",12032,165.8391277513001,3.031839094796386,1.7412177045953747,96259,urad^4
"(3,2)-(8,7)",12032,165.8391277513001,2.9058270692445687,1.7046486644597967,96259,urad^4
